town,state,lat,lon
Fayston,Vermont,44.2074374,-72.8756638
Ferrisburg,Vermont,44.2056098,-73.2462341
Ferrisburgh,Vermont,44.2056098,-73.2462341
Fletcher,Vermont,44.6752213,-72.9238412
Franklin,Vermont,44.9812585,-72.9165547
Georgia,Vermont,44.7392004,-73.1301205
Glover,Vermont,44.7069038,-72.1869766
Goshen,Vermont,43.8601051,-72.9977534
Grafton,Vermont,43.1716817,-72.6064633
Granby,Vermont,44.5706106,-71.758702
Grand Isle,Vermont,44.7225436,-73.2923538
Grande Isle,Vermont,44.7225436,-73.2923538
Greensboro,Vermont,44.6107836,-72.3046033
Greensborough,Vermont,44.6107836,-72.3046033
Groton,Vermont,44.2161706,-72.20180511
Grover,Vermont,44.7069038,-72.1869766
Guildford,Vermont,42.8170235,-72.575487
Guildhall,Vermont,44.56919224,-71.5836525
Guilford,Vermont,42.8170235,-72.575487
Halifax,Vermont,42.7698048,-72.7453716
Hancock,Vermont,43.9261192,-72.8412292
Hardwick,Vermont,44.5416243,-72.3486803
Hardwicke,Vermont,44.5416243,-72.3486803
Hartford,Vermont,43.66062,-72.3388
Hartland,Vermont,43.540636,-72.3989314
Harwich,Vermont,43.3506285,-72.9826037
Highgate,Vermont,44.9565227,-73.0511203
Hinesburg,Vermont,44.3292199,-73.110679
Hinesburgh,Vermont,44.3292199,-73.110679
Hinsdale,Vermont,42.7620271,-72.5134223
Holland,Vermont,44.9684078,-72.0027446
Hubbardton,Vermont,43.7073648,-73.1845482
Hubbarton,Vermont,43.7073648,-73.1845482
Hungerford,Vermont,44.8817124,-72.9429124
Huntingdon,Vermont,44.3253512,-72.9873459
Huntington,Vermont,44.3253512,-72.9873459
Huntsburgh,Vermont,44.9812585,-72.9165547
Hyde Park,Vermont,44.5939318,-72.6165192
Hydepark,Vermont,44.5939318,-72.6165192
Ira,Vermont,43.5345134,-73.0620512
Irasburg,Vermont,44.8033816,-72.2795489
Irasburgh,Vermont,44.8033816,-72.2795489
Isle Motte,Vermont,44.87801174,-73.33854675
Isle of Motte,Vermont,44.87801174,-73.33854675
Jamaica,Vermont,43.1003556,-72.7784296
Jamica,Vermont,43.1003556,-72.7784296
Jericho,Vermont,44.5039395,-72.9976266
Johnson,Vermont,44.6356063,-72.6803979
Johnston,Vermont,44.6356063,-72.6803979
Kellyvale,Vermont,44.7992084,-72.4476024
Killington,Vermont,43.6775677,-72.7798247
Kingston,Vermont,43.9855014,-72.8467412
Kirby,Vermont,44.4989626,-71.9069249
Landgrove,Vermont,43.2624457,-72.8548986
Leicester,Vermont,43.8667293,-73.1078914
Lemington,Vermont,44.9236819,-71.5553619
Lincoln,Vermont,44.1058928,-72.9970612
Londonberry,Vermont,43.2264643,-72.8064866
Londonderry,Vermont,43.2264643,-72.8064866
Ludlow,Vermont,43.3959056,-72.7006518
Lunenburg,Vermont,44.4631136,-71.6820321
Lunenburgh,Vermont,44.4631136,-71.6820321
Lutterloh,Vermont,44.7309405,-72.3798076
Lyndon,Vermont,44.5453088,-72.0000723
Maidstone,Vermont,44.6486636,-71.5720307
Manchester,Vermont,43.1636875,-73.0723268
Mansfield,Vermont,44.52245787,-72.8730011
Marlborough,Vermont,42.859526,-72.7259271
Marshfield,Vermont,44.3508405,-72.3539905
Middle Hero,Vermont,44.7225436,-73.2923538
Middlebury,Vermont,44.014153,-73.163784
Middlesex,Vermont,44.2928358,-72.6792807
Middleton,Vermont,43.4856255,-73.1181624
Middletown,Vermont,43.4856255,-73.1181624
Milton,Vermont,44.6397701,-73.1104112
Minehead,Vermont,44.7538175,-71.6324096
Monkton,Vermont,44.2200554,-73.1253991
Montgomery,Vermont,44.9025466,-72.63818
Montpelier,Vermont,44.2664485,-72.5715237
Moretown,Vermont,44.2508918,-72.7609496
Morgan,Vermont,44.892455,-71.9747169
Morristown,Vermont,44.5572744,-72.6237275
Mount Holly,Vermont,43.4474694,-72.8256382
Mount Tabor,Vermont,43.3506285,-72.9826037
Mountholly,Vermont,43.4474694,-72.8256382
Mounttabor,Vermont,43.3506285,-72.9826037
Navy,Vermont,44.8443616,-72.0330896
New Fane,Vermont,42.9856736,-72.6559313
New Haven,Vermont,44.1243277,-73.1535713
New Huntington,Vermont,44.3253512,-72.9873459
Newark,Vermont,44.7019193,-71.9227434
Newbury,Vermont,44.08561219,-72.07580566
Newfane,Vermont,42.9856736,-72.6559313
Newhaven,Vermont,44.1243277,-73.1535713
Newport,Vermont,44.9417038,-72.2194775
North Hero,Vermont,44.8311432,-73.273505
Northfield,Vermont,44.15117264,-72.65649414
Norwich,Vermont,43.7153482,-72.307869
Orange,Vermont,44.148376,-72.4030806
Orwell,Vermont,43.8039502,-73.2978936
Panton,Vermont,44.1487891,-73.3409878
Parkerston,Vermont,43.6517361,-72.9275698
Parkerstown,Vermont,43.6517361,-72.9275698
Pawlet,Vermont,43.3465552,-73.177286
Pawlett,Vermont,43.3465552,-73.177286
Peacham,Vermont,44.3286166,-72.1704048
Peru,Vermont,43.2297974,-72.8978781
Philadelphia,Vermont,43.77431665,-72.97359467
Piitsfield,Vermont,43.7722884,-72.8128828
Pittsfield,Vermont,43.7722884,-72.8128828
Pittsford,Vermont,43.7067329,-73.0281647
Plainfield,Vermont,44.2781151,-72.4264926
Plymouth,Vermont,43.5354332,-72.7219581
Pomfret,Vermont,43.7270391,-72.4801821
Poultney,Vermont,43.5170325,-73.2362261
Pownal,Vermont,42.76465819,-73.24001312
Putney,Vermont,42.975268,-72.5217237
Randolph,Vermont,43.9247446,-72.6656948
Reading,Vermont,43.4893362,-72.5914616
Readsboro,Vermont,42.7718758,-72.9470426
Readsborough,Vermont,42.7718758,-72.9470426
Reedsborough,Vermont,42.7718758,-72.9470426
Reupert,Vermont,43.2597979,-73.2228853
Richford,Vermont,44.9969955,-72.6713018
Richmond,Vermont,44.4053135,-72.9924128
Rochester,Vermont,43.8745646,-72.808018
Rockingham,Vermont,43.1876028,-72.4889288
Roxbury,Vermont,44.0939388,-72.7329823
Royalston,Vermont,43.8176574,-72.5427505
Royalton,Vermont,43.8176574,-72.5427505
Rupert,Vermont,43.2597979,-73.2228853
Rutland,Vermont,43.6096702,-72.9777884
Ryegate,Vermont,44.2387639,-72.1160864
Saint Albans,Vermont,44.8107132,-73.0835582
Saint George,Vermont,44.3775898,-73.1253641
Saint Johnsbury,Vermont,44.4192627,-72.0151183
Salem,Vermont,44.93466857,-72.14859009
Salisbury,Vermont,43.8964511,-73.0998363
Sandgate,Vermont,43.1477916,-73.1994243
Shaftsbury,Vermont,42.95315594,-73.20808411
Sharon,Vermont,43.7852344,-72.4541709
Sheffield,Vermont,44.6019975,-72.1139881
Shelbourne,Vermont,44.3806065,-73.227626
Shelburn,Vermont,44.3806065,-73.227626
Shelburne,Vermont,44.3806065,-73.227626
Sheldon,Vermont,44.8817124,-72.9429124
Sherburne,Vermont,43.6775677,-72.7798247
Shoreham,Vermont,43.8936708,-73.3159515
Shrewsbury,Vermont,43.5089588,-72.8667686
Smithfield,Vermont,44.78719594,-72.86132813
Somerset,Vermont,42.9502858,-72.9862472
South Hero,Vermont,44.6453228,-73.3023532
Springfield,Vermont,43.294056,-72.481704
Stafford,Vermont,43.8664568,-72.3778728
Stamford,Vermont,42.7561535,-73.0679253
Stanford,Vermont,42.7561535,-73.0679253
Starksboro,Vermont,44.2272782,-73.0573427
Starksborough,Vermont,44.2272782,-73.0573427
Sterling,Vermont,44.53445089,-72.69962311
Stockbridge,Vermont,43.7813195,-72.7885437
Stow,Vermont,44.4654332,-72.6874023
Stowe,Vermont,44.4654332,-72.6874023
Strafford,Vermont,43.8664568,-72.3778728
Stratton,Vermont,43.0428562,-72.9109334
Sudbury,Vermont,43.7992291,-73.2045583
Sunderland,Vermont,43.1113938,-73.1180595
Sutton,Vermont,44.6331085,-72.0256525
Swanton,Vermont,44.91810226,-73.12429047
Tenmouth,Vermont,43.448682,-73.0495501
Thetford,Vermont,43.8250578,-72.2434689
Tinmouth,Vermont,43.448682,-73.0495501
Topsham,Vermont,44.1281193,-72.2550956
Topshaw,Vermont,44.1281193,-72.2550956
Townsend,Vermont,43.0472267,-72.6678428
Townshend,Vermont,43.0472267,-72.6678428
Troy,Vermont,44.9042338,-72.4058438
Tunbridge,Vermont,43.9198761,-72.4782827
Turnbridge,Vermont,43.9198761,-72.4782827
Underhill,Vermont,44.5258842,-72.9451267
Vergennes,Vermont,44.1676604,-73.2553163
Vernon,Vermont,42.7620271,-72.5134223
Vershire,Vermont,43.9729649,-72.3395077
Vineyard,Vermont,44.8769853,-73.3387437
Waitsfield,Vermont,44.1926386,-72.7798479
Walden,Vermont,44.4497781,-72.2231563
Wallingford,Vermont,43.4717467,-72.9773692
Waltham,Vermont,44.1409284,-73.2425607
Wardsboro,Vermont,43.0409512,-72.7897975
Wardsborough,Vermont,43.0409512,-72.7897975
Warren,Vermont,44.112005,-72.8559474
Washington,Vermont,44.105619,-72.432601
Waterbury,Vermont,44.33962,-72.750363
Waterford,Vermont,44.3729726,-71.9508384
Weathersfield,Vermont,43.3921862,-72.4494848
Welles,Vermont,43.4172937,-73.2042744
Wellford,Vermont,44.5983349,-72.9977003
Wells,Vermont,43.4172937,-73.2042744
West Fairlee,Vermont,43.9091616,-72.262857
West Haven,Vermont,43.6382658,-73.3826585
Westfield,Vermont,44.8894911,-72.4284431
Westford,Vermont,44.5983349,-72.9977003
Westhaven,Vermont,43.6382658,-73.3826585
Westminster,Vermont,43.0678307,-72.4587404
Westmore,Vermont,44.7714384,-72.0548206
Weston,Vermont,43.2913008,-72.7929085
Weybridge,Vermont,44.0498636,-73.2143577
Wheelock,Vermont,44.5882056,-72.088507
Whiting,Vermont,43.8639503,-73.2003929
Whitingham,Vermont,42.7892488,-72.885098
Williamstown,Vermont,44.1217292,-72.5414937
Williston,Vermont,44.4454432,-73.099194
Wilmington,Vermont,42.8683889,-72.8714468
Windham,Vermont,43.1734338,-72.7234481
Windsor,Vermont,43.477535,-72.401154
Winhall,Vermont,43.1558097,-72.9133169
Wolcott,Vermont,44.5464417,-72.4584429
Woodbury,Vermont,44.4408888,-72.4164957
Woodford,Vermont,42.8803576,-73.0795486
Woodstock,Vermont,43.6242442,-72.5185112
Worcester,Vermont,44.37331,-72.5496503
